Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
7/30/2016,Student loan,Federal student loan servicing,Dealing with my lender or servicer,Received bad information about my loan,"Through the attached communications I am slightly confused by who is the correct person and/or agency to answer the questions that I have concerning the loan and thus, I am forwarding to CFPB to get the answers to the following questions : 1 ) confirm that the ECMC added "" collection cost '' fees are payments that they are requesting be made for the skip-tracing tactics that you used to collect the debt including calling references and those not listed as my references in the original loan? 2 ) why would Navient, and not ECMC be able to answer the question in regards to how ECMC defines what the collection cost ECMC is charging in the prior email? 3 ) What is XXXX current role in regards to the debt ECMC bought from them? 4 ) Is the collection charge instituted from ECMC or is it from XXXX? 5 ) Should all questions and concerns be sent to them? 6 ) Does that mean that arrangements can be made with them and not ECMC, are they considered to be one in the same?",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"ECMC Group, Inc.",GA,303XX,,Consent provided,Web,8/5/2016,Closed with explanation,Yes,Yes,2038384
3/18/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"FIRSTMERIT BANK, N.A.",OH,44022,,N/A,Referral,5/7/2013,Closed with explanation,Yes,No,358316
3/15/2017,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",LA,70363,,N/A,Postal mail,3/16/2017,Closed with explanation,Yes,No,2388713
10/1/2014,Credit reporting,,Incorrect information on credit report,Information is not mine,,,EXPERIAN DELAWARE GP,NY,10977,,N/A,Web,10/1/2014,Closed with explanation,Yes,No,1053094
2/21/2016,Credit reporting,,Incorrect information on credit report,Account terms,,,"EQUIFAX, INC.",IL,62040,,Consent not provided,Web,2/21/2016,Closed with explanation,Yes,No,1796885
8/14/2015,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,"Sunday night the XXXX of XXXX when the process server asked for me at my apt., upon my flatmate XXXX XXXX refusal of acceptance the process server said "" XXXX is being sued by XXXX XXXX XXXX '' and the process server dropped the stapled summons ( no envelope ) face up flat on the doormat. 

AGAIN : Improper contact and sharing of info. My flatmate was advised of the content by the process server and had opportunity to read it. XXXX now is concerned I can not pay the rent and is planning to move out into a more stable living arrangement depriving me of needed income. This is a tort of economic interference.",Company chooses not to provide a public response,"Law Office of Rory W. Clark, APLC",CA,900XX,,Consent provided,Web,8/20/2015,Closed with explanation,Yes,No,1520200
10/11/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,"HUNTINGTON NATIONAL BANK, THE",MI,48312,Older American,N/A,Phone,10/14/2016,Closed with explanation,Yes,No,2154713
5/6/2013,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,OCWEN LOAN SERVICING LLC,IL,60440,,N/A,Web,5/7/2013,Closed with explanation,Yes,No,400250
7/25/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,HSBC NORTH AMERICA HOLDINGS INC.,NY,12550,,N/A,Web,7/25/2013,Closed with explanation,Yes,No,465930
4/14/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Monarch Recovery Holdings, Inc.",MN,55309,Older American,N/A,Referral,6/2/2016,Closed with explanation,Yes,No,1879445
10/2/2013,Credit reporting,,Incorrect information on credit report,Account status,,,FIFTH THIRD FINANCIAL CORPORATION,MA,2127,,N/A,Web,10/3/2013,Closed with monetary relief,Yes,No,550851
2/12/2014,Credit card,,Other,,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",MO,65734,,N/A,Web,2/11/2014,Closed with explanation,Yes,Yes,722145
2/18/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"I received a letter from XXXX XXXX XXXX stating that owed {$3000.00} to Pinnacle Credit Services , LLC and that the original owner is XXXX XXXX. I do not owed any money to XXXX XXXX or Pinnacle Credit Services. I wrote a letter to XXXX XXXX XXXX disputing this debt and requested proof that both the debt and the creditor are valid. This is a scam and I do not want this to affect my credit report.",Company believes it acted appropriately as authorized by contract or law,"Pinnacle Credit Services, LLC",NY,115XX,,Consent provided,Web,2/18/2016,Closed with explanation,Yes,Yes,1793386
12/16/2016,Credit card,,Identity theft / Fraud / Embezzlement,,"I have been disputing XXXX fraudulent charges with Barclay card since XX/XX/XXXX. Initially, they refunded all of the charges and "" opened an investigation ''. I was never contacted to provide additional information. In XXXX, they closed the case and put the charges back on my account. I was not aware of this until I checked my account in XXXX. I contacted them to complain that nobody had even contacted me. They reopened my disputes and told me I would receive paperwork containing the merchant 's reply in "" 7 to 10 business days ''. It did not come. I contacted them again. The person I spoke to said no documentation had been requested and that she would request it but it would again take "" 7 to 10 business days ''. I still have not received it. I called again today, was again told the paperwork would be requested again. I verified the mailing address. I was told yet again I need to wait another "" 7 to 10 business days ''. This process with Barclay card has been a nightmare. When I call, I have to go through the entire story again, nobody ever gives me the same information, and they wo n't let me talk to the disputes department. They have not issued any temporary credits so additionally interest is accruing every day. They really need a better dispute resolution process. XXXX has already lied to the police about this situation so having my credit card company causing additional stress is extremely frustrating. 
Out of the XXXX initial disputes, XXXX remain open. They gave me new case number today which are, XXXX, XXXX, XXXX, & XXXX. The total of these claims is {$12000.00} I am attaching the story of the events that took place leading up to these disputes. An associate, XXXX, President of XXXX in XXXX, ultimately stole over {$40000.00} from me. I have an attorney and have retained a private investigator who specializes in white collar crimes. Based on information thus far, I will not be able to recover any of the funds from XXXX, but I am intending to press criminal charges. I would not have trusted this person without the introduction through a trusted source, XXXX 's extensive resume, and his association with "" XXXX ''. Based on those references, I trusted someone I never should have. I resent the fact that I have to spend additional money on attorneys and a private investigator, not to mention the time it has taken me away from my business. 
In addition to the above claimed amount, I have not been able to recover {$10000.00} from XXXX and {$12000.00} that had been wired from my bank account. The transactions took place from XX/XX/2016 through XX/XX/2016. 
If you have any questions please do not hesitate to contact me.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BARCLAYS BANK DELAWARE,CA,930XX,,Consent provided,Web,12/16/2016,Closed with explanation,Yes,Yes,2253624
3/21/2012,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"FLAGSTAR BANK, FSB",IN,78550,,N/A,Web,3/21/2012,Closed without relief,Yes,No,37803
2/1/2017,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,OCWEN LOAN SERVICING LLC,MS,38654,,N/A,Postal mail,2/6/2017,Closed with explanation,Yes,No,2322589
2/18/2016,Student loan,Non-federal student loan,Dealing with my lender or servicer,Keep getting calls about my loan,,,"Navient Solutions, LLC.",WI,53188,,Consent not provided,Web,2/18/2016,Closed with explanation,Yes,No,1793346
7/31/2016,Credit reporting,,Incorrect information on credit report,Account terms,"On XX/XX/2016 I Submitted a dispute to Experian regarding a collection account placed on my credit report by XXXX XXXX XXXX. I disputed the account information as it was reporting an incorrect date of default from the original creditor, incorrect original balance, and incorrect account history. I requested a full deletion of the account since XXXX had been unable to provide accurate dates and terms, and due to the fact that the account should have aged off based on the true date of default. The original account, owned by XXXX XXXX, is no longer on my report as it has already aged off. 

I received the final results of Experian 's investigation on XX/XX/XXXX. Although. Experian failed to verify the accuracy of the collection account. Instead of promptly deleting an account that is reporting inaccurately and past the age-off date, they updated the information with a new, yet still incorrect account status, account history, and account terms. This update looks as though this is a recently paid collection and it has negatively affected my credit.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,CA,945XX,,Consent provided,Web,7/31/2016,Closed with explanation,Yes,No,2038973
